구분코드,심볼,영문명,한글명,종목업종코드,다우30편입여부,나스닥100편입여부,SP500편입여부,거래소코드,국가구분코드
Q,DBP       ,POWERSHARES DB PREC METALS F,POWERSHARES DB PREC METAL,    , , , ,AMEX,501
Q,DD        ,DuPont de Nemours,듀폰,CHC ,0,0,1,NYSE,501
Q,DDM       ,PROSHARES ULTRADOW30,PROSHARES ULTRADOW30,    , , , ,AMEX,501
Q,DDOG      ,Datadog,데이터도그,    ,0,1,1,NASD,501
Q,DE        ,Deere & Company,디어 앤 코,MAC ,0,0,1,NYSE,501
Q,DECK      ,Deckers Outdoor Corp,덱커 아웃도어,    ,0,0,1,NYSE,501
Q,DELL      ,Dell Technologies,델테크놀로지,CPR ,0,0,1,NYSE,501
Q,DG        ,Dollar General Corp,달러 제너럴,RTB ,0,0,1,NYSE,501
Q,DGP       ,DEUTSCHE BANK GOLD DOUBLE LONG,DEUTSCHE BANK GOLD DOUBLE,    , , , ,AMEX,501
Q,DGX       ,Quest Diagnostics,퀘스트 다이아그노스틱스,BTC ,0,0,1,NYSE,501
Q,DHI       ,DR Horton,D.R. 호턴,    ,0,0,1,NYSE,501
Q,DHR       ,Danaher Corp,다나허,ITC ,0,0,1,NYSE,501
Q,DIG       ,PROSHARES ULTRA OIL & GAS,PROSHARES ULTRA OIL & GAS,    , , , ,AMEX,501
Q,DIS       ,Walt Disney Company (The),월트 디즈니,BRD ,1,0,1,NYSE,501
Q,DLB       ,DOLBY LABORATORIES INC-CL A,DOLBY LABORATORIES INC-CL,    ,0,0,0,NYSE,501
Q,DLR       ,Digital Realty Trust,디지털 리얼티 트러스트,    ,0,0,1,NYSE,501
Q,DLTR      ,Dollar Tree,달러 트리,OTS ,0,0,1,NASD,501
Q,DOC       ,Healthpeak Properties,헬스피크 프로퍼티스,    ,0,0,1,NYSE,501
Q,DOCU      ,DocuSign,Docusign Inc,    ,0,0,0,NASD,501
Q,DOG       ,PROSHARES SHORT DOW30,PROSHARES SHORT DOW30,    , , , ,AMEX,501
Q,DOV       ,Dover Corp,도버,IDD ,0,0,1,NYSE,501
Q,DOW       ,Dow,다우,CHC ,0,0,1,NYSE,501
Q,DPZ       ,Dominos Pizza Inc,도미노스 피자,    ,0,0,1,NASD,501
Q,DRI       ,Darden Restaurants,다든 레스토랑,RES ,0,0,1,NYSE,501
Q,DTE       ,DTE Energy Company,DTE 에너지,ELC ,0,0,1,NYSE,501
Q,DUG       ,PROSHARES ULTRASHORT OIL & G,PROSHARES ULTRASHORT OIL,    , , , ,AMEX,501
Q,DUK       ,Duke Energy Corp,듀크 에너지,ELC ,0,0,1,NYSE,501
Q,DVA       ,DaVita,다비타,    ,0,0,1,NYSE,501
Q,DVN       ,Devon Energy Corp,데번 에너지,    ,0,0,1,NYSE,501
Q,DXC       ,DXC Technology Company,DXC Technology Company,    ,0,0,0,NYSE,501
Q,DXCM      ,DexCom,덱스컴,    ,0,1,1,NASD,501
Q,DXD       ,PROSHARES ULTRASHORT DOW30,PROSHARES ULTRASHORT DOW3,    , , , ,AMEX,501
Q,DXO       ,Deutsche Bk UK,Deutsche Bk UK,    , , , ,NYSE,501
Q,EA        ,Electronic Arts,일렉트로닉 아츠,    ,0,1,1,NASD,501
Q,EBAY      ,eBay,이베이,CSV ,0,0,1,NASD,501
Q,ECL       ,Ecolab,이콜랩,CHS ,0,0,1,NYSE,501
Q,ED        ,Consolidated Edison,콘솔리데이티드 에디슨,ELC ,0,0,1,NYSE,501
Q,EDC       ,DIREXION DAILY EME MKT BU 3X,DIREXION DAILY EME MKT BU,    , , , ,AMEX,501
Q,EDU       ,NEW ORIENT EDU,NEW ORIENT EDU,    ,0,0,0,NYSE,501
Q,EDZ       ,DIREXION DLY EMG MKT BEAR 3X,DIREXION DLY EMG MKT BEAR,    , , , ,AMEX,501
Q,EEM       ,ISHARES MSCI EMERGING MKT IN,ISHARES MSCI EMERGING MKT,    , , , ,AMEX,501
Q,EEV       ,PROSHARES ULTRASHORT MSCI EM,PROSHARES ULTRASHORT MSCI,    , , , ,AMEX,501
Q,EFA       ,ISHARES MSCI EAFE INDEX FUND,ISHARES MSCI EAFE INDEX F,    , , , ,AMEX,501
Q,EFU       ,PROSHARES ULTRASHORT MSCI EA,PROSHARES ULTRASHORT MSCI,    , , , ,AMEX,501
Q,EFX       ,Equifax,에퀴팩스,ICS ,0,0,1,NYSE,501
Q,EFZ       ,PROSHARES SHORT MSCI EAFE,PROSHARES SHORT MSCI EAFE,    , , , ,AMEX,501
Q,EG        ,Everest Group Ltd,에베레스트 그룹,    ,0,0,1,NYSE,501
Q,EIX       ,Edison International,에디슨 인터내셔널,ELC ,0,0,1,NYSE,501
Q,EL        ,Estee Lauder Companies (The),에스티 로더,    ,0,0,1,NYSE,501
Q,ELV       ,Elevance Health,엘레반스 헬스,    ,0,0,1,NYSE,501
Q,EMB       ,ISHARES JP MORGAN EM BOND FD,ISHARES JP MORGAN EM BOND,    ,0,0,0,NASD,501
Q,EME       ,EMCOR Group,엠코 그룹,    ,0,0,1,NYSE,501
Q,EMLC      ,MARKET VECTORS EMERGING MARK,MARKET VECTORS EMERGING M,    , , , ,AMEX,501
Q,EMN       ,Eastman Chemical Company,이스트만 케미컬,CHS ,0,0,0,NYSE,501
Q,EMR       ,Emerson Electric Co,에머슨 일렉트릭,IDD ,0,0,1,NYSE,501
Q,ENPH      ,Enphase Energy,인페이즈 에너지,    ,0,0,0,NASD,501
Q,EOG       ,EOG Resources,EOG 리소시스,OIS ,0,0,1,NYSE,501
Q,EPAM      ,Epam Systems,이팸 시스템즈,    ,0,0,1,NYSE,501
Q,EPHE      ,ISHARES MSCI PHILIPPINES,ISHARES MSCI PHILIPPINES,    , , , ,AMEX,501
Q,EPI       ,WISDOMTREE INDIA EARNINGS,WISDOMTREE INDIA EARNINGS,    , , , ,AMEX,501
Q,EPV       ,PROSHARES ULTRASHORT MSCI EU,PROSHARES ULTRASHORT MSCI,    , , , ,AMEX,501
Q,EQIX      ,Equinix,이퀴닉스,    ,0,0,1,NASD,501
Q,EQR       ,Equity Residential,에퀴티 레지덴셜,REA ,0,0,1,NYSE,501
Q,EQT       ,EQT Corp,EQT,    ,0,0,1,NYSE,501
Q,ERIE      ,Erie Indemnity Company,이리 인뎀니티,    ,0,0,1,NASD,501
Q,ES        ,Eversource Energy,에버소스 에너지,    ,0,0,1,NYSE,501
Q,ESS       ,Essex Property Trust,에섹스 프로퍼티 트러스트,    ,0,0,1,NYSE,501
Q,ETN       ,Eaton Corp,이튼,IDD ,0,0,1,NYSE,501
Q,ETR       ,Entergy Corporation,엔터지,ELC ,0,0,1,NYSE,501
Q,EUFN      ,ISHARES MSCI EUR FN SC IN FD,ISHARES MSCI EUR FN SC IN,    ,0,0,0,NASD,501
Q,EUM       ,PROSHARES SHORT MSCI EMERGIN,PROSHARES SHORT MSCI EMER,    , , , ,AMEX,501
Q,EUO       ,PROSHARES ULTRASHORT EURO,PROSHARES ULTRASHORT EURO,    , , , ,AMEX,501
Q,EVRG      ,Evergy,에버지,    ,0,0,1,NASD,501
Q,EW        ,Edwards Lifesciences Corp,에드워즈 라이프사이언시스,    ,0,0,1,NYSE,501
Q,EWG       ,iShares MSCI Germany Index Fund,iShares MSCI 독일 Index Fun,    , , , ,AMEX,501
Q,EWJ       ,iShares MSCI Japan Index Fund,iShares MSCI 일본 Index Fun,    , , , ,AMEX,501
Q,EWP       ,iShares MSCI Spain Index Fund,iShares MSCI 스페인 Index Fu,    , , , ,AMEX,501
Q,EWT       ,iShares MSCI Taiwan Index Fund,iShares MSCI 대만 Index Fun,    , , , ,AMEX,501
Q,EWV       ,PROSHARES ULTRASHORT MSCI JA ETF,PROSHARES ULTRASHORT MSCI,    , , , ,AMEX,501
Q,EWZ       ,iShares MSCI Brazil Index Fund,iShares MSCI 브라질 Index Fu,    , , , ,AMEX,501
Q,EXC       ,Exelon Corp,엑셀론,ELC ,0,1,1,NASD,501
Q,EXE       ,Expand Energy Corporation,Expand Energy Corporation,    ,0,0,1,NASD,501
Q,EXPD      ,Expeditors International of Washington,익스페디터스 인터내셔널 오브 워싱턴     A,AIF ,0,0,1,NYSE,501
Q,EXPE      ,Expedia Group,익스피디아그룹,    ,0,0,1,NASD,501
Q,EXR       ,Extra Space Storage,엑스트라 스페이스 스토리지,    ,0,0,1,NYSE,501
Q,EZA       ,ISHARES MSCI SOUTH AFRICA IN,ISHARES MSCI SOUTH AFRICA,    , , , ,AMEX,501
Q,F         ,Ford Motor Company,포드 모터,AUT ,0,0,1,NYSE,501
Q,FANG      ,Diamondback Energy,다이아몬드백 에너지,    ,0,1,1,NASD,501
Q,FAS       ,DIREXION DAILY FIN BULL 3X,DIREXION DAILY FIN BULL 3,    , , , ,AMEX,501
Q,FAST      ,Fastenal Co,패스널,OTS ,0,1,1,NASD,501
Q,FAZ       ,DIREXION DAILY FINL BEAR 3X,DIREXION DAILY FINL BEAR,    , , , ,AMEX,501
Q,FCEL      ,"FuelCell Energy, Inc.","FuelCell Energy, Inc.",    ,0,0,0,NASD,501
Q,FCX       ,Freeport-McMoran,프리포트 맥모란,ONF ,0,0,1,NYSE,501
Q,FDS       ,Factset Research Systems,팩트셋 리서치 시스템즈,    ,0,0,1,NYSE,501
Q,FDX       ,FedEx Corp,페덱스,AIF ,0,0,1,NYSE,501
Q,FE        ,FirstEnergy Corp,퍼스트에너지,ELC ,0,0,1,NYSE,501
Q,FER       ,Ferrovial NV,Ferrovial S.E.,    ,0,1,0,NASD,501
Q,FFIV      ,"F5, Inc.",F5,    ,0,0,1,NASD,501
Q,FHN       ,First Horizn Ntl,First Horizn Ntl,    ,0,0,0,NYSE,501
Q,FICO      ,Fair Isaac Corp,페어 아이작,    ,0,0,1,NYSE,501
Q,FIS       ,Fidelity National Information Services,피델리티 내셔널 인포메이션 서비스,    ,0,0,1,NYSE,501
Q,FISV      ,Fiserv Inc.,Fiserv Inc.,ICS ,0,0,1,NASD,501
Q,FITB      ,Fifth Third Bancorp,피프스 서드 뱅코프,BKS ,0,0,1,NASD,501
Q,FIX       ,Comfort Systems USA,컴포트 시스템스 유에스에이,    ,0,0,1,NYSE,501
Q,FLEX      ,FLEXTRONICS,플렉스트로닉스 인터내셔널,    ,0,0,0,NASD,501
Q,FLS       ,Flowserve Corp,플로우서브,    ,0,0,0,NYSE,501
Q,FMC       ,FMC Corp,FMC,    ,0,0,0,NYSE,501
Q,FOSL      ,"Fossil, Inc.",퍼실,    ,0,0,0,NASD,501
Q,FOX       ,Fox Corp,폭스 Class B,    ,0,0,1,NASD,501
Q,FOXA      ,Fox Corp,폭스 Class A,    ,0,0,1,NASD,501
Q,FRT       ,Federal Realty Investment Trust,페더럴 리얼티 인베스트먼트 트러스트,    ,0,0,1,NYSE,501
Q,FSLR      ,First Solar,퍼스트 솔라,    ,0,0,1,NASD,501
Q,FTI       ,TechnipFMC plc,테크닙FMC,    ,0,0,0,NYSE,501
Q,FTNT      ,Fortinet,포티넷,    ,0,1,1,NASD,501
Q,FTV       ,Fortive Corp,포티브,    ,0,0,1,NYSE,501
Q,FXA       ,CURRENCYSHARES AUSTRALIAN DO,CURRENCYSHARES AUSTRALIAN,    , , , ,AMEX,501
Q,FXE       ,CURRENCYSHARES EURO TRUST,CURRENCYSHARES EURO TRUST,    , , , ,AMEX,501
Q,FXI       ,iShares China Large-Cap ETF,iShares China Large-Cap E,    , , , ,AMEX,501
Q,FXP       ,PROSHARES ULTRASHORT FTSE CH,PROSHARES ULTRASHORT FTSE,    , , , ,AMEX,501
Q,FXY       ,CURRENCYSHARES JAPANESE YEN,CURRENCYSHARES JAPANESE Y,    , , , ,AMEX,501
Q,GD        ,General Dynamics Corp,제너럴 다이내믹스,ARO ,0,0,1,NYSE,501
Q,GDDY      ,GoDaddy,고대디,    ,0,0,1,NYSE,501
Q,GDX       ,MARKET VECTORS GOLD MINERS,MARKET VECTORS GOLD MINER,    , , , ,AMEX,501
Q,GE        ,GE Aerospace,GE 에어로스페이스,IDD ,0,0,1,NYSE,501
Q,GEHC      ,GE HealthCare Technologies,GE HealthCare Technologie,    ,0,1,1,NASD,501
Q,GEN       ,Gen Digital,젠 디지털,    ,0,0,1,NASD,501
Q,GEV       ,GE Vernova,GE 버노바,    ,0,0,1,NYSE,501
Q,GFS       ,GlobalFoundries,글로벌파운드리,    ,0,0,0,NASD,501
Q,GILD      ,Gilead Sciences,길리어드 사이언스,BTC ,0,1,1,NASD,501
Q,GIS       ,General Mills,제너럴 밀즈,FOD ,0,0,1,NYSE,501
Q,GL        ,Globe Life,글로브 라이프,    ,0,0,1,NYSE,501
Q,GLD       ,SPDR GOLD TRUST,SPDR GOLD TRUST,    , , , ,AMEX,501
Q,GLL       ,PROSHARES ULTRASHORT GOLD,PROSHARES ULTRASHORT GOLD,    , , , ,AMEX,501
Q,GLW       ,Corning,코닝,CMT ,0,0,1,NYSE,501
Q,GM        ,General Motors Company,제너럴 모터스,AUT ,0,0,1,NYSE,501
Q,GME       ,GameStop Corp.,GameStop Corp.,CSE ,0,0,0,NYSE,501
Q,GMF       ,SPDR S&P EMERGING ASIA PACIF,SPDR S&P EMERGING ASIA PA,    , , , ,AMEX,501
Q,GNRC      ,Generac Holdings,제네락 홀딩스,    ,0,0,1,NYSE,501
Q,GNW       ,GNW,GNW,    ,0,0,0,NYSE,501
Q,GOOG      ,Alphabet,알파벳 Class C,ISV ,0,1,1,NASD,501
Q,GOOGL     ,Alphabet,알파벳 Class A,ISV ,0,1,1,NASD,501
Q,GPC       ,Genuine Parts Company,제뉴인 파츠,AUP ,0,0,1,NYSE,501
Q,GPN       ,Global Payments,글로벌 페이먼츠,    ,0,0,1,NYSE,501
Q,GRMN      ,Garmin Ltd,가민,    ,0,0,1,NYSE,501
Q,GS        ,Goldman Sachs Group,골드만 삭스,SCR ,1,0,1,NYSE,501
Q,GSG       ,ISHARES S&P GSCI COMMODITY I,ISHARES S&P GSCI COMMODIT,    , , , ,AMEX,501
Q,GWW       ,WW Grainger,WW 그레인저,ICS ,0,0,1,NYSE,501
Q,HAFC      ,HANMI FINANCIAL CORPORATED,HANMI FINANCIAL CORPORATE,    ,0,0,0,NASD,501
Q,HAL       ,Halliburton Company,할리버튼,OIE ,0,0,1,NYSE,501
Q,HAS       ,Hasbro,해즈브로,TMF ,0,0,1,NASD,501
Q,HBAN      ,Huntington Bancshares,헌팅턴 뱅크셰어스,BKS ,0,0,1,NASD,501
Q,HCA       ,HCA Healthcare,HCA 헬스케어,HEA ,0,0,1,NYSE,501
Q,HD        ,Home Depot,홈디포,OTS ,1,0,1,NYSE,501
Q,HES       ,Hess Corp,Hess Corp,    ,0,0,0,NYSE,501
Q,HIG       ,The Hartford Insurance Group Inc.,하트포드 파이낸셜 서비스 그룹,INF ,0,0,1,NYSE,501
Q,HII       ,Huntington Ingalls Industries,헌팅턴 잉걸스 인더스트리즈,    ,0,0,1,NYSE,501
Q,HLF       ,HERBALIFE LIMITED USD COMMON SHA,HERBALIFE LIMITED USD COM,    ,0,0,0,NYSE,501
Q,HLT       ,Hilton Worldwide Holdings,힐튼 월드와이드 홀딩스,    ,0,0,1,NYSE,501
Q,HON       ,Honeywell International,허니웰 인터내셔널,IDD ,1,1,1,NASD,501
Q,HOOD      ,Robinhood Markets,로빈후드,    ,0,0,1,NASD,501
Q,HPE       ,Hewlett Packard Enterprise Company,휴렛패커드 엔터프라이즈,    ,0,0,1,NYSE,501
Q,HPQ       ,HP,HP,CPR ,0,0,1,NYSE,501
Q,HRL       ,Hormel Foods Corp,호멜 푸즈,    ,0,0,1,NYSE,501
Q,HSIC      ,Henry Schein,헨리 셰인,MDS ,0,0,1,NASD,501
Q,HST       ,Host Hotels & Resorts,호스트 호텔스 & 리조트,    ,0,0,1,NASD,501
Q,HSY       ,Hershey Company (The),허쉬,FOD ,0,0,1,NYSE,501
Q,HTE       ,Harvest Egy,Harvest Egy,    , , , ,NYSE,501
Q,HUBB      ,Hubbell,허벨,    ,0,0,1,NYSE,501
Q,HUM       ,Humana,휴마나,HEA ,0,0,1,NYSE,501
Q,HWM       ,Howmet Aerospace,하우멧 에어로스페이스,    ,0,0,1,NYSE,501
Q,IBKR      ,Interactive Brokers Group Inc,인터랙티브 브로커스 그룹,    ,0,0,1,NASD,501
Q,IBM       ,International Business Machines Corp,IBM,CPR ,1,0,1,NYSE,501
Q,ICE       ,Intercontinental Exchange,인터컨티넨털 익스체인지,    ,0,0,1,NYSE,501
Q,IDXX      ,IDEXX Laboratories,아이덱스 래보라토리스,    ,0,1,1,NASD,501
Q,IEX       ,IDEX Corp,아이덱스,    ,0,0,1,NYSE,501
Q,IFF       ,International Flavors & Fragrances,인터내셔널 플레이버스 & 프레그런스,CHS ,0,0,1,NYSE,501
Q,ILMN      ,Illumina,일루미나,    ,0,0,0,NASD,501
Q,INCY      ,Incyte Corp,인사이트,    ,0,0,1,NASD,501
Q,INDL      ,DIREXION DAILY INDIA BULL 3X,DIREXION DAILY INDIA BULL,    , , , ,AMEX,501
Q,INFY      ,Infosys Technologies Limited,Infosys Technologies Limi,    ,0,0,0,NYSE,501
Q,ING       ,ING GROEP NV-ADR,ING GROEP NV-ADR,    ,0,0,0,NYSE,501
Q,INO       ,Inovio Bio,Inovio Bio,    ,0,0,0,NASD,501
Q,INSM      ,Insmed,인스메드,    ,0,1,0,NASD,501
Q,INTC      ,Intel Corp,인텔,SEM ,0,1,1,NASD,501
Q,INTU      ,Intuit,인튜이트,SOF ,0,1,1,NASD,501
Q,INVH      ,Invitation Homes,인비테이션 홈스,    ,0,0,1,NYSE,501
Q,IP        ,International Paper Co,인터내셔널 페이퍼,PAP ,0,0,1,NYSE,501
Q,IPGP      ,IPG Photonics Corp,IPG 포토닉스,    ,0,0,0,NASD,501
Q,IQV       ,IQVIA Holdings,아이큐비아 홀딩스,    ,0,0,1,NYSE,501
Q,IR        ,Ingersoll Rand,잉가솔랜드,IDD ,0,0,1,NYSE,501
Q,IRM       ,Iron Mountain,아이언 마운틴,    ,0,0,1,NYSE,501
Q,ISRG      ,Intuitive Surgical,인튜이티브 서지컬,    ,0,1,1,NASD,501
Q,IT        ,Gartner,가트너,    ,0,0,1,NYSE,501
Q,ITT       ,"ITT Industries, Inc.",ITT 인더스트리즈,IDD ,0,0,0,NYSE,501
Q,ITW       ,Illinois Tool Works,일리노이 툴 웍스,IDD ,0,0,1,NYSE,501
Q,IVZ       ,Invesco Ltd,인베스코,    ,0,0,1,NYSE,501
Q,IWV       ,ISHARES RUSSELL 3000 INDEX,ISHARES RUSSELL 3000 INDE,    , , , ,AMEX,501
Q,IYF       ,ISHARES DJ US FINANCIAL SECT,ISHARES DJ US FINANCIAL S,    , , , ,AMEX,501
Q,IYJ       ,ISHARES DJ US INDUSTRIAL SEC,ISHARES DJ US INDUSTRIAL,    , , , ,AMEX,501
Q,IYR       ,ISHARES DJ US REAL ESTATE,ISHARES DJ US REAL ESTATE,    , , , ,AMEX,501
Q,IYY       ,ISHARES DJ US INDEX FUND,ISHARES DJ US INDEX FUND,    , , , ,AMEX,501
Q,J         ,Jacobs Solutions,제이콥스 솔루션스,    ,0,0,1,NYSE,501
Q,JBHT      ,J.B. Hunt Transport Services,J.B.헌트 운송 서비스,    ,0,0,1,NASD,501
Q,JBL       ,"Jabil Circuit, Inc.",자빌 서큇트,ELQ ,0,0,1,NYSE,501
Q,JCI       ,Johnson Controls International plc,존슨 컨트롤스 인터내셔널,AUP ,0,0,1,NYSE,501
Q,JD        ,JD.com,JD닷컴,    ,0,0,0,NASD,501
Q,JKHY      ,Jack Henry & Associates,잭 헨리 & 어소시에이츠,    ,0,0,1,NASD,501
Q,JNJ       ,Johnson & Johnson,존슨앤드존슨,DRG ,1,0,1,NYSE,501
Q,JNK       ,SPDR BARCLAYS CAPITAL HIGH,SPDR BARCLAYS CAPITAL HIG,    , , , ,AMEX,501
Q,JPM       ,JPMorgan Chase & Co,제이피모간체이스,BKS ,1,0,1,NYSE,501
Q,KDP       ,Keurig Dr Pepper,큐리그 닥터 페퍼,    ,0,1,1,NASD,501
Q,KEY       ,KeyCorp,키코프,BKS ,0,0,1,NYSE,501
Q,KEYS      ,Keysight Technologies,키사이트 테크놀로지스,    ,0,0,1,NYSE,501
Q,KHC       ,Kraft Heinz Company (The),크래프트 하인즈,    ,0,1,1,NASD,501
Q,KIM       ,Kimco Realty Corp,킴코 리얼티,    ,0,0,1,NYSE,501
Q,KKR       ,KKR & CO L.P.,KKR & CO L.P.,    ,0,0,1,NYSE,501
Q,KLAC      ,KLA Corp,KLA,SEM ,0,1,1,NASD,501
Q,KMB       ,Kimberly-Clark Corp,Kimberly-Clark Corp,HPN ,0,0,1,NASD,501
Q,KMI       ,Kinder Morgan,킨더 모건,PIP ,0,0,1,NYSE,501
Q,KMX       ,CarMax,카맥스,    ,0,0,0,NYSE,501
Q,KO        ,Coca-Cola Company,코카콜라,SFT ,1,0,1,NYSE,501
Q,KR        ,Kroger Co (The),크로거,FDR ,0,0,1,NYSE,501
Q,KVUE      ,Kenvue,켄뷰,    ,0,0,1,NYSE,501
Q,L         ,Loews Corp,로우스,BRD ,0,0,1,NYSE,501
Q,LBTYA     ,Liberty Global Ltd,리버티 글로벌 - Class A,    ,0,0,0,NASD,501
Q,LBTYK     ,Liberty Global Ltd,리버티 글로벌 - Class C,    ,0,0,0,NASD,501
Q,LCID      ,Lucid Group Inc,루시드 모터스,    ,0,0,0,NASD,501
Q,LDOS      ,Leidos Holdings,레이도스 홀딩스,    ,0,0,1,NYSE,501
Q,LEG       ,Leggett & Platt,레겟 & 플랫,    ,0,0,0,NYSE,501
Q,LEN       ,Lennar Corp,레나 Class A,    ,0,0,1,NYSE,501
Q,LH        ,Laboratory Corp,랩코프 홀딩스,    ,0,0,1,NYSE,501
Q,LHX       ,L3Harris Technologies,L3 해리스 테크놀러지,    ,0,0,1,NYSE,501
Q,LIFE      ,LIFE TECH CORP,LIFE TECH CORP,    ,0,0,0,NASD,501
Q,LII       ,Lennox International,레녹스 인터내셔널,    ,0,0,1,NYSE,501
Q,LIN       ,Linde plc,린드,    ,0,1,1,NASD,501
Q,LIT       ,GLOBAL X LITHIUM ETF,GLOBAL X LITHIUM ETF,    , , , ,AMEX,501
Q,LITE      ,Lumentum Holdings,루멘텀 홀딩스,    ,0,1,1,NASD,501
Q,LKQ       ,LKQ Corp,LKQ,    ,0,0,0,NASD,501
Q,LLY       ,Eli Lilly & Co,일라이 릴리,DRG ,0,0,1,NYSE,501
Q,LMT       ,Lockheed Martin Corp,록히드 마틴,ARO ,0,0,1,NYSE,501
Q,LNC       ,Lincoln National Corp,링컨 내셔널,    ,0,0,0,NYSE,501
Q,LNT       ,Alliant Energy Corp,얼라이언트 에너지,    ,0,0,1,NASD,501
Q,LOW       ,Lowe's Companies,로우스 컴퍼니,    ,0,0,1,NYSE,501
Q,LQD       ,ISHARES IBOXX INV GR CORP BD,ISHARES IBOXX INV GR CORP,    , , , ,AMEX,501
Q,LRCX      ,Lam Research Corp,램 리서치,    ,0,1,1,NASD,501
Q,LULU      ,lululemon athltc,lululemon athltc,    ,0,0,1,NASD,501
Q,LUMN      ,Lumen Technologies,루멘 테크놀로지스,    ,0,0,0,NYSE,501
Q,LUV       ,Southwest Airlines Co,사우스웨스트 에어라인스,AIR ,0,0,1,NYSE,501
Q,LVS       ,LAS VEGAS SANDS CORP,LAS VEGAS SANDS CORP,    ,0,0,1,NYSE,501
Q,LW        ,Lamb Weston Holdings,램 웨스턴 홀딩스,    ,0,0,0,NYSE,501
Q,LYB       ,LyondellBasell Industries NV,라이온델바젤 인더스트리스,    ,0,0,1,NYSE,501
Q,LYV       ,Live Nation Entertainment,라이브 네이션 엔터테인먼트,    ,0,0,1,NYSE,501
Q,MA        ,Mastercard,마스터카드,    ,0,0,1,NYSE,501
Q,MAA       ,Mid-America Apartment Communities,미드아메리카 아파트 커뮤니티,    ,0,0,1,NYSE,501
Q,MAR       ,"Marriott International, Inc.",매리엇 인터내셔날,LOD ,0,1,1,NASD,501
Q,MAS       ,Masco Corp,매스코,BLD ,0,0,1,NYSE,501
Q,MCD       ,McDonald's Corp,맥도날드,    ,1,0,1,NYSE,501
Q,MCHP      ,Microchip Technology,마이크로칩 테크놀러지,SEM ,0,1,1,NASD,501
Q,MCK       ,McKesson Corp,매케슨,RTD ,0,0,1,NYSE,501
Q,MCO       ,Moody's Corp,무디스,    ,0,0,1,NYSE,501
Q,MDB       ,MongoDB,몽고DB,    ,0,0,0,NASD,501
Q,MDLZ      ,Mondelez International,몬덜리즈 인터내셔널,    ,0,1,1,NASD,501
Q,MDT       ,Medtronic plc,메드트로닉,MDV ,0,0,1,NYSE,501
Q,MELI      ,MercadoLibre,메르카도리브레,    ,0,1,0,NASD,501
Q,MET       ,MetLife,메트라이프,INL ,0,0,1,NYSE,501
Q,META      ,Meta Platforms,메타 플랫폼스,    ,0,1,1,NASD,501
Q,MGM       ,MGM Resorts International,MGM 리조트 인터내셔널,    ,0,0,1,NYSE,501
Q,MHK       ,Mohawk Industries,모호크 인더스트리스,    ,0,0,0,NYSE,501
Q,MKC       ,McCormick & Company,맥코믹 앤 컴퍼니,FOD ,0,0,1,NYSE,501
Q,MKTX      ,MarketAxess Holdings,마켓액세스 홀딩스,    ,0,0,0,NASD,501
Q,MLM       ,Martin Marietta Materials,마틴 마리에타 머터리얼스,    ,0,0,1,NYSE,501
Q,MMI       ,MOTOROLA MOBILITY HOLDINGS,MOTOROLA MOBILITY HOLDING,    ,0,0,0,NYSE,501
Q,MMM       ,3M Company,쓰리엠 (3M),IDD ,1,0,1,NYSE,501
Q,MNST      ,Monster Beverage Corp,몬스터 베버리지,    ,0,1,1,NASD,501
Q,MO        ,Altria Group,알트리아그룹,TOB ,0,0,1,NYSE,501
Q,MOH       ,Molina Healthcare,몰리나 헬스케어,    ,0,0,0,NYSE,501
Q,MOS       ,Mosaic Company (The),모자이크,    ,0,0,1,NYSE,501
Q,MPC       ,MARATHON PETROLEUM Corp,매러선 페트롤리엄,    ,0,0,1,NYSE,501
Q,MPWR      ,Monolithic Power Systems,모놀리식 파워 시스템즈,    ,0,1,1,NASD,501
Q,MRK       ,Merck & Co,머크 앤 코,DRG ,1,0,1,NYSE,501
Q,MRNA      ,Moderna,모더나,    ,0,0,1,NASD,501
Q,MRO       ,Marathon Oil Corp,Marathon Oil Corp,OIL ,0,0,0,NYSE,501
Q,MRSH      ,Marsh,Marsh,    ,0,0,1,NYSE,501
Q,MRVL      ,Marvell Technology Group Ltd.,Marvell Technology Group,    ,0,1,0,NASD,501
Q,MS        ,Morgan Stanley,모간스탠리,    ,0,0,1,NYSE,501
Q,MSCI      ,MSCI,MSCI,    ,0,0,1,NYSE,501
Q,MSFT      ,Microsoft Corp,마이크로소프트,SOF ,1,1,1,NASD,501
Q,MSI       ,Motorola Solutions,모토로라 솔루션스,    ,0,0,1,NYSE,501
Q,MSTR      ,Strategy Inc,마이크로스트래티지,    ,0,1,0,NASD,501
Q,MTB       ,M&T Bank Corp,M&T 뱅크,    ,0,0,1,NYSE,501
Q,MTCH      ,Match Group,매치 그룹,    ,0,0,0,NASD,501
Q,MTD       ,Mettler-Toledo International,메틀러 톨레도 인터내셔널,    ,0,0,1,NYSE,501
Q,MTEX      ,Mannatech Inc,Mannatech Inc,    ,0,0,0,NASD,501
Q,MU        ,Micron Technology,마이크론 테크놀로지,SEM ,0,1,1,NASD,501
Q,NBR       ,Nabors Industries Ltd.,네어버스 인더스트리스,    ,0,0,0,NYSE,501
Q,NCLH      ,Norwegian Cruise Line Holdings Ltd,노르웨이지안 크루즈 라인 홀딩스,    ,0,0,1,NYSE,501
Q,NDAQ      ,Nasdaq,나스닥,    ,0,0,1,NASD,501
